index,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Meaning of Type of operation or tax status code,Number of establishments,"Value of sales, shipments, receipts, revenue, or business done ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,Number of nonemployer establishments,"Nonemployer value of sales, shipments, receipts, revenue, or business done ($1,000)"
1040,North Carolina,62,Health care and social assistance,Establishments subject to federal income tax,"19,152","27,305,826","11,432,345","2,670,516","292,709",N,N
1041,North Carolina,62,Health care and social assistance,Establishments exempt from federal income tax,"3,825","27,921,679","10,324,676","2,566,003","236,861",N,N
1042,North Carolina,71,"Arts, entertainment, and recreation",All establishments,"3,471","4,773,772","1,535,106","344,235","58,185","33,358","639,598"
1043,North Carolina,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"2,696","3,805,310","1,167,019","261,041","37,335",N,N
1044,North Carolina,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,775,"968,462","368,087","83,194","20,850",N,N
1045,North Carolina,72,Accommodation and food services,Total,"19,496","18,622,258","5,040,597","1,200,069","358,602","8,924","319,776"
1046,North Carolina,81,Other services (except public administration),All establishments,"13,716","9,141,456","2,321,310","565,606","80,710","115,340","2,700,621"
1047,North Carolina,81,Other services (except public administration),Establishments subject to federal income tax,"11,506","5,548,422","1,664,852","403,075","64,643",N,N
1048,North Carolina,81,Other services (except public administration),Establishments exempt from federal income tax,"2,210","3,593,034","656,458","162,531","16,067",N,N
1049,North Dakota,21,"Mining, quarrying, and oil and gas extraction",Total,444,"16,952,524","1,917,859",N,"24,986",896,"87,403"
1050,North Dakota,22,Utilities,Total,124,Q,D,D,h,64,"1,711"
1051,North Dakota,23,Construction,Total,"2,732","6,543,144","1,242,880","240,825","25,823","5,647","333,088"
1052,North Dakota,31-33,Manufacturing,Total,745,"14,427,360","1,042,813",N,"23,541",640,"25,297"
1053,North Dakota,42,Wholesale trade,Wholesale Trade,"1,618","32,268,964","1,223,163","299,680","21,533",730,"56,386"
1054,North Dakota,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","1,430","28,150,837","1,078,193","264,645","18,880",N,N
1055,North Dakota,42,Wholesale trade,Manufacturers' sales branches and offices,117,"2,887,497","126,773","30,767","2,052",N,N
1056,North Dakota,44-45,Retail trade,Total,"3,185","15,519,816","1,204,350","282,266","47,186","5,643","197,314"
1057,North Dakota,48-49 (104),Transportation and warehousing (104),Total,"1,641","4,639,021","962,681","222,281","18,847","2,663","275,611"
1058,North Dakota,51,Information,Total,361,N,"390,569","112,092","7,052",467,"15,867"
1059,North Dakota,52,Finance and insurance,Total,"1,755",N,"919,478","248,884","17,199","2,404","175,131"
1060,North Dakota,53,Real estate and rental and leasing,Total,912,"1,445,096","247,512","55,054","5,157","6,357","702,258"
1061,North Dakota,54,"Professional, scientific, and technical services",All establishments,"1,722","1,846,941","735,745","166,455","13,715","4,924","174,110"
1062,North Dakota,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"1,706","1,836,931","732,363","165,640","13,633",N,N
1063,North Dakota,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,16,"10,010","3,382",815,82,N,N
1064,North Dakota,55,Management of companies and enterprises,Total,128,"198,358","327,001","90,452","4,901",N,N
1065,North Dakota,56,Administrative and support and waste management and remediation services,Total,990,"872,209","403,761","90,896","12,715","3,180","61,024"
1066,North Dakota,61,Educational services,All establishments,85,"36,350","11,176","2,778",749,"1,086","9,073"
1067,North Dakota,61,Educational services,Establishments subject to federal income tax,52,"20,840","5,987","1,446",309,N,N
1068,North Dakota,61,Educational services,Establishments exempt from federal income tax,33,"15,510","5,189","1,332",440,N,N
1069,North Dakota,62,Health care and social assistance,All establishments,"1,856","5,418,355","2,414,417","572,834","56,639","5,095","106,530"
1070,North Dakota,62,Health care and social assistance,Establishments subject to federal income tax,"1,235","1,809,062","775,937","176,459","15,038",N,N
1071,North Dakota,62,Health care and social assistance,Establishments exempt from federal income tax,621,"3,609,293","1,638,480","396,375","41,601",N,N
1072,North Dakota,71,"Arts, entertainment, and recreation",All establishments,421,"241,751","63,882","14,325","4,901","2,165","31,215"
1073,North Dakota,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,259,"145,276","34,186","7,477","2,153",N,N
1074,North Dakota,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,162,"96,475","29,696","6,848","2,748",N,N
1075,North Dakota,72,Accommodation and food services,Total,"1,935","2,045,123","521,312","119,919","35,698",660,"29,015"
1076,North Dakota,81,Other services (except public administration),All establishments,"1,716","1,063,952","253,743","59,252","9,232","7,062","183,208"
1077,North Dakota,81,Other services (except public administration),Establishments subject to federal income tax,"1,296","721,556","189,295","43,601","6,652",N,N
1078,North Dakota,81,Other services (except public administration),Establishments exempt from federal income tax,420,"342,396","64,448","15,651","2,580",N,N
1079,Ohio,21,"Mining, quarrying, and oil and gas extraction",Total,640,"3,860,832","584,598",N,"9,661","4,177","191,286"
1080,Ohio,22,Utilities,Total,627,Q,"2,370,045","748,846","26,222",623,"23,844"
1081,Ohio,23,Construction,Total,"18,459","42,885,351","8,605,442","1,844,881","181,218","88,675","4,508,357"
1082,Ohio,31-33,Manufacturing,Total,"14,482","313,629,976","33,135,414",N,"627,124","13,302","676,908"
1083,Ohio,42,Wholesale trade,Wholesale Trade,"14,266","252,194,948","12,812,370","3,172,986","229,244","13,161","1,103,928"
1084,Ohio,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","11,744","155,426,023","9,627,171","2,343,419","182,791",N,N
1085,Ohio,42,Wholesale trade,Manufacturers' sales branches and offices,849,"72,629,814","2,640,246","702,747","34,323",N,N
1086,Ohio,44-45,Retail trade,Total,"36,531","153,553,997","13,099,318","3,224,344","549,152","68,736","2,648,037"
1087,Ohio,48-49 (104),Transportation and warehousing (104),Total,"6,966","23,709,475","6,649,313","1,578,629","158,891","36,232","2,398,126"
1088,Ohio,51,Information,Total,"3,956",N,"5,606,926","1,491,795","90,083","9,213","266,872"
1089,Ohio,52,Finance and insurance,Total,"17,443",N,"16,208,897","4,616,170","241,719","22,805","1,402,599"
1090,Ohio,53,Real estate and rental and leasing,Total,"9,932","16,132,740","2,441,785","624,551","60,966","76,933","7,039,027"
1091,Ohio,54,"Professional, scientific, and technical services",All establishments,"23,961","35,970,815","14,219,917","3,433,889","233,876","93,578","3,579,730"
1092,Ohio,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"23,851","35,259,381","13,870,308","3,348,066","228,728",N,N
1093,Ohio,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,110,"711,434","349,609","85,823","5,148",N,N
1094,Ohio,55,Management of companies and enterprises,Total,"2,179","3,462,227","14,480,756","3,916,042","170,648",N,N
1095,Ohio,56,Administrative and support and waste management and remediation services,Total,"13,081","21,156,042","9,980,639","2,305,856","362,944","65,617","1,354,574"
1096,Ohio,61,Educational services,All establishments,"1,943","1,066,774","375,222","91,060","15,568","21,147","250,176"
1097,Ohio,61,Educational services,Establishments subject to federal income tax,"1,565","868,179","306,927","74,055","12,679",N,N
1098,Ohio,61,Educational services,Establishments exempt from federal income tax,378,"198,595","68,295","17,005","2,889",N,N
1099,Ohio,62,Health care and social assistance,All establishments,"28,237","80,915,693","33,140,983","7,980,570","798,770","68,454","1,799,660"
1100,Ohio,62,Health care and social assistance,Establishments subject to federal income tax,"22,945","34,637,910","15,470,902","3,592,159","393,909",N,N
1101,Ohio,62,Health care and social assistance,Establishments exempt from federal income tax,"5,292","46,277,783","17,670,081","4,388,411","404,861",N,N
1102,Ohio,71,"Arts, entertainment, and recreation",All establishments,"3,810","5,431,838","1,977,297","388,893","60,704","37,093","672,355"
1103,Ohio,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"2,869","3,903,529","1,464,804","273,892","36,390",N,N
1104,Ohio,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,941,"1,528,309","512,493","115,001","24,314",N,N
1105,Ohio,72,Accommodation and food services,Total,"23,432","20,652,777","5,742,747","1,373,980","437,293","10,233","443,519"
1106,Ohio,81,Other services (except public administration),All establishments,"18,851","13,221,455","3,491,259","849,803","127,366","107,353","2,472,984"
1107,Ohio,81,Other services (except public administration),Establishments subject to federal income tax,"15,038","8,637,956","2,607,849","633,884","99,624",N,N
1108,Ohio,81,Other services (except public administration),Establishments exempt from federal income tax,"3,813","4,583,499","883,410","215,919","27,742",N,N
1109,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",Total,"2,546","39,536,052","4,053,472",N,"58,606","14,933","1,045,558"
1110,Oklahoma,22,Utilities,Total,345,Q,"617,887","193,727","8,202",212,"10,663"
1111,Oklahoma,23,Construction,Total,"7,539","16,227,821","3,003,216","639,674","69,690","35,606","2,226,969"
1112,Oklahoma,31-33,Manufacturing,Total,"3,610","74,295,394","6,416,034",N,"133,064","4,012","192,950"
1113,Oklahoma,42,Wholesale trade,Wholesale Trade,"4,660","102,935,022","3,250,809","797,065","60,195","3,716","296,708"
1114,Oklahoma,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","3,909","71,892,946","2,718,605","663,105","50,660",N,N
1115,Oklahoma,42,Wholesale trade,Manufacturers' sales branches and offices,306,"25,142,270","430,081","110,702","6,624",N,N
1116,Oklahoma,44-45,Retail trade,Total,"13,051","50,256,231","4,055,067","978,351","168,839","24,176","1,121,186"
1117,Oklahoma,48-49 (104),Transportation and warehousing (104),Total,"2,641","9,570,506","2,144,251","523,189","44,502","10,735","879,038"
1118,Oklahoma,51,Information,Total,"1,497",N,"1,377,378","360,779","28,890","2,757","81,531"
1119,Oklahoma,52,Finance and insurance,Total,"6,691",N,"3,078,111","795,259","57,760","8,234","621,328"
1120,Oklahoma,53,Real estate and rental and leasing,Total,"4,000","4,269,573","897,969","209,211","21,261","22,565","1,916,305"
1121,Oklahoma,54,"Professional, scientific, and technical services",All establishments,"9,470","10,991,303","4,115,203","982,195","71,997","28,977","1,189,994"
1122,Oklahoma,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"9,428","10,914,973","4,080,143","973,729","71,303",N,N
1123,Oklahoma,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,42,"76,330","35,060","8,466",694,N,N
1124,Oklahoma,55,Management of companies and enterprises,Total,607,"1,527,850","3,103,301","990,109","30,270",N,N
1125,Oklahoma,56,Administrative and support and waste management and remediation services,Total,"4,415","5,984,574","2,997,641","739,845","93,335","25,156","494,051"
1126,Oklahoma,61,Educational services,All establishments,535,"386,905","169,440","41,804","4,679","4,974","61,584"
1127,Oklahoma,61,Educational services,Establishments subject to federal income tax,455,"358,821","158,399","39,101","4,158",N,N
1128,Oklahoma,61,Educational services,Establishments exempt from federal income tax,80,"28,084","11,041","2,703",521,N,N
1129,Oklahoma,62,Health care and social assistance,All establishments,"10,654","22,795,438","8,289,870","1,991,928","213,226","17,767","603,396"
1130,Oklahoma,62,Health care and social assistance,Establishments subject to federal income tax,"8,868","13,382,515","4,996,416","1,187,653","128,437",N,N
1131,Oklahoma,62,Health care and social assistance,Establishments exempt from federal income tax,"1,786","9,412,923","3,293,454","804,275","84,789",N,N
1132,Oklahoma,71,"Arts, entertainment, and recreation",All establishments,"1,052","2,790,805","672,129","165,623","26,375","10,392","226,619"
1133,Oklahoma,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,816,"2,526,582","578,195","143,742","22,012",N,N
1134,Oklahoma,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,236,"264,223","93,934","21,881","4,363",N,N
1135,Oklahoma,72,Accommodation and food services,Total,"7,403","7,121,153","1,908,312","460,410","143,561","3,799","161,261"
